# Elements:
C	C(13)	H	H+	N	O	O(18)	S
	C					O	
12	13.003355	1.007825	1.007276	14.003074	15.994915	17.99916	31.97207

# Masses:
C	C(13)	H	H+	N	O	O(18)	S	Mass	Name
15	0	22	1	0	1	0	0	219.174341	C15H22O H+ 
12	0	26	1	0	3	0	0	219.195471	C12H26O3 H+ 
16	0	26	1	0	0	0	0	219.210726	C16H26 H+ 
13	0	30	1	0	2	0	0	219.231856	C13H30O2 H+ 
7	0	9	1	1	7	0	0	220.04518	C7H9NO7 H+ 
11	0	9	1	1	4	0	0	220.060435	C11H9NO4 H+ 
8	0	13	1	1	6	0	0	220.081565	C8H13NO6 H+ 
0	0	0	0	0	0	0	0	220.181778	 
11	0	25	1	1	3	0	0	220.19072	C11H25NO3 H+ 
11	0	8	1	0	5	0	0	221.044451	C11H8O5 H+ 
15	0	8	1	0	2	0	0	221.059706	C15H8O2 H+ 
12	0	12	1	0	4	0	0	221.080836	C12H12O4 H+ 
13	0	16	1	0	3	0	0	221.117221	C13H16O3 H+ 
14	0	20	1	0	2	0	0	221.153606	C14H20O2 H+ 
15	0	24	1	0	1	0	0	221.189991	C15H24O H+ 
16	0	28	1	0	0	0	0	221.226376	C16H28 H+ 
6	0	7	1	1	8	0	0	222.024445	C6H7NO8 H+ 
7	0	11	1	1	7	0	0	222.06083	C7H11NO7 H+ 
15	0	11	1	1	1	0	0	222.09134	C15H11NO H+ 
12	0	15	1	1	3	0	0	222.11247	C12H15NO3 H+ 
13	0	19	1	1	2	0	0	222.148855	C13H19NO2 H+ 
15	0	27	1	1	0	0	0	222.221625	C15H27N H+ 
0	0	0	0	0	0	0	0	223.0641327	 
12	0	14	1	0	4	0	0	223.096486	C12H14O4 H+ 
13	0	18	1	0	3	0	0	223.132871	C13H18O3 H+ 
14	0	22	1	0	2	0	0	223.169256	C14H22O2 H+ 
15	0	26	1	0	1	0	0	223.205641	C15H26O H+ 
16	0	30	1	0	0	0	0	223.242026	C16H30 H+ 
0	0	0	0	0	0	0	0	224.065094	 
12	0	17	1	1	3	0	0	224.12812	C12H17NO3 H+ 
13	0	21	1	1	2	0	0	224.164505	C13H21NO2 H+ 
14	0	25	1	1	1	0	0	224.20089	C14H25NO H+ 
15	0	29	1	1	0	0	0	224.237275	C15H29N H+ 
14	0	8	1	0	3	0	0	225.054621	C14H8O3 H+ 
18	0	8	1	0	0	0	0	225.069876	C18H8 H+ 
12	0	16	1	0	4	0	0	225.112136	C12H16O4 H+ 
13	0	20	1	0	3	0	0	225.148521	C13H20O3 H+ 
14	0	24	1	0	2	0	0	225.184906	C14H24O2 H+ 
15	0	28	1	0	1	0	0	225.221291	C15H28O H+ 
16	0	32	1	0	0	0	0	225.257676	C16H32 H+ 
13	0	7	1	1	3	0	0	226.04987	C13H7NO3 H+ 
7	0	15	1	1	7	0	0	226.09213	C7H15NO7 H+ 
11	0	15	1	1	4	0	0	226.107385	C11H15NO4 H+ 
12	0	19	1	1	3	0	0	226.14377	C12H19NO3 H+ 
13	0	23	1	1	2	0	0	226.180155	C13H23NO2 H+ 
14	0	27	1	1	1	0	0	226.21654	C14H27NO H+ 
9	0	6	1	0	7	0	0	227.018631	C9H6O7 H+ 
13	0	6	1	0	4	0	0	227.033886	C13H6O4 H+ 
10	0	10	1	0	6	0	0	227.055016	C10H10O6 H+ 
11	0	14	1	0	5	0	0	227.091401	C11H14O5 H+ 
12	0	18	1	0	4	0	0	227.127786	C12H18O4 H+ 
13	0	22	1	0	3	0	0	227.164171	C13H22O3 H+ 
14	0	26	1	0	2	0	0	227.200556	C14H26O2 H+ 
15	0	30	1	0	1	0	0	227.236941	C15H30O H+ 
12	0	5	1	1	4	0	0	228.029135	C12H5NO4 H+ 
13	0	9	1	1	3	0	0	228.06552	C13H9NO3 H+ 
6	0	13	1	1	8	0	0	228.071395	C6H13NO8 H+ 
10	0	13	1	1	5	0	0	228.08665	C10H13NO5 H+ 
11	0	17	1	1	4	0	0	228.123035	C11H17NO4 H+ 
8	0	21	1	1	6	0	0	228.144165	C8H21NO6 H+ 
12	0	21	1	1	3	0	0	228.15942	C12H21NO3 H+ 
9	0	25	1	1	5	0	0	228.18055	C9H25NO5 H+ 
13	0	25	1	1	2	0	0	228.195805	C13H25NO2 H+ 
14	0	29	1	1	1	0	0	228.23219	C14H29NO H+ 
11	0	33	1	1	3	0	0	228.25332	C11H33NO3 H+ 
9	0	8	1	0	7	0	0	229.034281	C9H8O7 H+ 
10	0	12	1	0	6	0	0	229.070666	C10H12O6 H+ 
11	0	16	1	0	5	0	0	229.107051	C11H16O5 H+ 
12	0	20	1	0	4	0	0	229.143436	C12H20O4 H+ 
13	0	24	1	0	3	0	0	229.179821	C13H24O3 H+ 
14	0	28	1	0	2	0	0	229.216206	C14H28O2 H+ 
7	0	3	1	1	8	0	0	229.993145	C7H3NO8 H+ 
11	0	3	1	1	5	0	0	230.0084	C11H3NO5 H+ 
12	0	7	1	1	4	0	0	230.044785	C12H7NO4 H+ 
0	0	0	0	0	0	0	0	230.0722351	 
6	0	15	1	1	8	0	0	230.087045	C6H15NO8 H+ 
10	0	15	1	1	5	0	0	230.1023	C10H15NO5 H+ 
11	0	19	1	1	4	0	0	230.138685	C11H19NO4 H+ 
15	0	19	1	1	1	0	0	230.15394	C15H19NO H+ 
12	0	23	1	1	3	0	0	230.17507	C12H23NO3 H+ 
13	0	27	1	1	2	0	0	230.211455	C13H27NO2 H+ 
14	0	31	1	1	1	0	0	230.24784	C14H31NO H+ 
0	0	0	0	0	0	0	0	230.9964142	 
12	0	6	1	0	5	0	0	231.028801	C12H6O5 H+ 
9	0	10	1	0	7	0	0	231.049931	C9H10O7 H+ 
10	0	14	1	0	6	0	0	231.086316	C10H14O6 H+ 
11	0	18	1	0	5	0	0	231.122701	C11H18O5 H+ 
15	0	18	1	0	2	0	0	231.137956	C15H18O2 H+ 
12	0	22	1	0	4	0	0	231.159086	C12H22O4 H+ 
16	0	22	1	0	1	0	0	231.174341	C16H22O H+ 
13	0	26	1	0	3	0	0	231.195471	C13H26O3 H+ 
17	0	26	1	0	0	0	0	231.210726	C17H26 H+ 
14	0	30	1	0	2	0	0	231.231856	C14H30O2 H+ 
8	0	9	1	1	7	0	0	232.04518	C8H9NO7 H+ 
9	0	13	1	1	6	0	0	232.081565	C9H13NO6 H+ 
13	0	13	1	1	3	0	0	232.09682	C13H13NO3 H+ 
10	0	17	1	1	5	0	0	232.11795	C10H17NO5 H+ 
14	0	17	1	1	2	0	0	232.133205	C14H17NO2 H+ 
11	0	21	1	1	4	0	0	232.154335	C11H21NO4 H+ 
15	0	21	1	1	1	0	0	232.16959	C15H21NO H+ 
12	0	25	1	1	3	0	0	232.19072	C12H25NO3 H+ 
16	0	25	1	1	0	0	0	232.205975	C16H25N H+ 
13	0	29	1	1	2	0	0	232.227105	C13H29NO2 H+ 
14	0	33	1	1	1	0	0	232.26349	C14H33NO H+ 
0	0	0	0	0	0	0	0	232.9871826	 
11	0	4	1	0	6	0	0	233.008066	C11H4O6 H+ 
8	0	8	1	0	8	0	0	233.029196	C8H8O8 H+ 
9	0	12	1	0	7	0	0	233.065581	C9H12O7 H+ 
13	0	12	1	0	4	0	0	233.080836	C13H12O4 H+ 
10	0	16	1	0	6	0	0	233.101966	C10H16O6 H+ 
14	0	16	1	0	3	0	0	233.117221	C14H16O3 H+ 
18	0	16	1	0	0	0	0	233.132476	C18H16 H+ 
15	0	20	1	0	2	0	0	233.153606	C15H20O2 H+ 
12	0	24	1	0	4	0	0	233.174736	C12H24O4 H+ 
16	0	24	1	0	1	0	0	233.189991	C16H24O H+ 
13	0	28	1	0	3	0	0	233.211121	C13H28O3 H+ 
17	0	28	1	0	0	0	0	233.226376	C17H28 H+ 
14	0	32	1	0	2	0	0	233.247506	C14H32O2 H+ 
7	0	7	1	1	8	0	0	234.024445	C7H7NO8 H+ 
8	0	11	1	1	7	0	0	234.06083	C8H11NO7 H+ 
12	0	11	1	1	4	0	0	234.076085	C12H11NO4 H+ 
9	0	15	1	1	6	0	0	234.097215	C9H15NO6 H+ 
13	0	15	1	1	3	0	0	234.11247	C13H15NO3 H+ 
10	0	19	1	1	5	0	0	234.1336	C10H19NO5 H+ 
15	0	23	1	1	1	0	0	234.18524	C15H23NO H+ 
16	0	27	1	1	0	0	0	234.221625	C16H27N H+ 
13	0	31	1	1	2	0	0	234.242755	C13H31NO2 H+ 
0	0	0	0	0	0	0	0	234.9913788	 
11	0	6	1	0	6	0	0	235.023716	C11H6O6 H+ 
15	0	6	1	0	3	0	0	235.038971	C15H6O3 H+ 
12	0	10	1	0	5	0	0	235.060101	C12H10O5 H+ 
16	0	10	1	0	2	0	0	235.075356	C16H10O2 H+ 
13	0	14	1	0	4	0	0	235.096486	C13H14O4 H+ 
17	0	14	1	0	1	0	0	235.111741	C17H14O H+ 
14	0	18	1	0	3	0	0	235.132871	C14H18O3 H+ 
15	0	22	1	0	2	0	0	235.169256	C15H22O2 H+ 
16	0	26	1	0	1	0	0	235.205641	C16H26O H+ 
17	0	30	1	0	0	0	0	235.242026	C17H30 H+ 
8	0	13	1	1	7	0	0	236.07648	C8H13NO7 H+ 
12	0	13	1	1	4	0	0	236.091735	C12H13NO4 H+ 
9	0	17	1	1	6	0	0	236.112865	C9H17NO6 H+ 
17	0	17	1	1	0	0	0	236.143375	C17H17N H+ 
14	0	21	1	1	2	0	0	236.164505	C14H21NO2 H+ 
11	0	25	1	1	4	0	0	236.185635	C11H25NO4 H+ 
15	0	25	1	1	1	0	0	236.20089	C15H25NO H+ 
16	0	29	1	1	0	0	0	236.237275	C16H29N H+ 
13	0	33	1	1	2	0	0	236.258405	C13H33NO2 H+ 
10	0	4	1	0	7	0	0	237.002981	C10H4O7 H+ 
15	0	8	1	0	3	0	0	237.054621	C15H8O3 H+ 
12	0	12	1	0	5	0	0	237.075751	C12H12O5 H+ 
13	0	16	1	0	4	0	0	237.112136	C13H16O4 H+ 
14	0	20	1	0	3	0	0	237.148521	C14H20O3 H+ 
15	0	24	1	0	2	0	0	237.184906	C15H24O2 H+ 
16	0	28	1	0	1	0	0	237.221291	C16H28O H+ 
17	0	32	1	0	0	0	0	237.257676	C17H32 H+ 
6	0	7	1	1	9	0	0	238.01936	C6H7NO9 H+ 
7	0	11	1	1	8	0	0	238.055745	C7H11NO8 H+ 
8	0	15	1	1	7	0	0	238.09213	C8H15NO7 H+ 
12	0	15	1	1	4	0	0	238.107385	C12H15NO4 H+ 
9	0	19	1	1	6	0	0	238.128515	C9H19NO6 H+ 
13	0	19	1	1	3	0	0	238.14377	C13H19NO3 H+ 
10	0	23	1	1	5	0	0	238.1649	C10H23NO5 H+ 
14	0	23	1	1	2	0	0	238.180155	C14H23NO2 H+ 
15	0	27	1	1	1	0	0	238.21654	C15H27NO H+ 
16	0	31	1	1	0	0	0	238.252925	C16H31N H+ 
10	0	6	1	0	7	0	0	239.018631	C10H6O7 H+ 
12	0	14	1	0	5	0	0	239.091401	C12H14O5 H+ 
16	0	14	1	0	2	0	0	239.106656	C16H14O2 H+ 
13	0	18	1	0	4	0	0	239.127786	C13H18O4 H+ 
14	0	22	1	0	3	0	0	239.164171	C14H22O3 H+ 
11	0	26	1	0	5	0	0	239.185301	C11H26O5 H+ 
15	0	26	1	0	2	0	0	239.200556	C15H26O2 H+ 
16	0	30	1	0	1	0	0	239.236941	C16H30O H+ 
17	0	34	1	0	0	0	0	239.273326	C17H34 H+ 
13	0	5	1	1	4	0	0	240.029135	C13H5NO4 H+ 
10	0	9	1	1	6	0	0	240.050265	C10H9NO6 H+ 
11	0	13	1	1	5	0	0	240.08665	C11H13NO5 H+ 
15	0	13	1	1	2	0	0	240.101905	C15H13NO2 H+ 
12	0	17	1	1	4	0	0	240.123035	C12H17NO4 H+ 
13	0	21	1	1	3	0	0	240.15942	C13H21NO3 H+ 
10	0	25	1	1	5	0	0	240.18055	C10H25NO5 H+ 
14	0	25	1	1	2	0	0	240.195805	C14H25NO2 H+ 
15	0	29	1	1	1	0	0	240.23219	C15H29NO H+ 
12	0	33	1	1	3	0	0	240.25332	C12H33NO3 H+ 
13	0	37	1	1	2	0	0	240.289705	C13H37NO2 H+ 
0	0	0	0	0	0	0	0	241.0744171	 
12	0	16	1	0	5	0	0	241.107051	C12H16O5 H+ 
13	0	20	1	0	4	0	0	241.143436	C13H20O4 H+ 
14	0	24	1	0	3	0	0	241.179821	C14H24O3 H+ 
15	0	28	1	0	2	0	0	241.216206	C15H28O2 H+ 
16	0	32	1	0	1	0	0	241.252591	C16H32O H+ 
9	0	7	1	1	7	0	0	242.02953	C9H7NO7 H+ 
0	0	0	0	0	0	0	0	242.0747375	 
18	0	11	1	1	0	0	0	242.096425	C18H11N H+ 
12	0	19	1	1	4	0	0	242.138685	C12H19NO4 H+ 
10	0	27	1	1	5	0	0	242.1962	C10H27NO5 H+ 
15	0	31	1	1	1	0	0	242.24784	C15H31NO H+ 
12	0	35	1	1	3	0	0	242.26897	C12H35NO3 H+ 
9	0	6	1	0	8	0	0	243.013546	C9H6O8 H+ 
10	0	10	1	0	7	0	0	243.049931	C10H10O7 H+ 
18	0	10	1	0	1	0	0	243.080441	C18H10O H+ 
16	0	18	1	0	2	0	0	243.137956	C16H18O2 H+ 
13	0	22	1	0	4	0	0	243.159086	C13H22O4 H+ 
14	0	26	1	0	3	0	0	243.195471	C14H26O3 H+ 
15	0	30	1	0	2	0	0	243.231856	C15H30O2 H+ 
16	0	34	1	0	1	0	0	243.268241	C16H34O H+ 
0	0	0	0	0	0	0	0	243.9949341	 
12	0	5	1	1	5	0	0	244.02405	C12H5NO5 H+ 
13	0	9	1	1	4	0	0	244.060435	C13H9NO4 H+ 
10	0	13	1	1	6	0	0	244.081565	C10H13NO6 H+ 
8	0	21	1	1	7	0	0	244.13908	C8H21NO7 H+ 
16	0	21	1	1	1	0	0	244.16959	C16H21NO H+ 
13	0	25	1	1	3	0	0	244.19072	C13H25NO3 H+ 
14	0	29	1	1	2	0	0	244.227105	C14H29NO2 H+ 
15	0	33	1	1	1	0	0	244.26349	C15H33NO H+ 
10	0	12	1	0	7	0	0	245.065581	C10H12O7 H+ 
11	0	16	1	0	6	0	0	245.101966	C11H16O6 H+ 
15	0	16	1	0	3	0	0	245.117221	C15H16O3 H+ 
12	0	20	1	0	5	0	0	245.138351	C12H20O5 H+ 
9	0	24	1	0	7	0	0	245.159481	C9H24O7 H+ 
17	0	24	1	0	1	0	0	245.189991	C17H24O H+ 
14	0	28	1	0	3	0	0	245.211121	C14H28O3 H+ 
18	0	28	1	0	0	0	0	245.226376	C18H28 H+ 
15	0	32	1	0	2	0	0	245.247506	C15H32O2 H+ 
8	0	7	1	1	8	0	0	246.024445	C8H7NO8 H+ 
12	0	7	1	1	5	0	0	246.0397	C12H7NO5 H+ 
9	0	11	1	1	7	0	0	246.06083	C9H11NO7 H+ 
10	0	15	1	1	6	0	0	246.097215	C10H15NO6 H+ 
11	0	19	1	1	5	0	0	246.1336	C11H19NO5 H+ 
15	0	19	1	1	2	0	0	246.148855	C15H19NO2 H+ 
12	0	23	1	1	4	0	0	246.169985	C12H23NO4 H+ 
16	0	23	1	1	1	0	0	246.18524	C16H23NO H+ 
13	0	27	1	1	3	0	0	246.20637	C13H27NO3 H+ 
14	0	31	1	1	2	0	0	246.242755	C14H31NO2 H+ 
0	0	0	0	0	0	0	0	247.0066528	 
9	0	10	1	0	8	0	0	247.044846	C9H10O8 H+ 
10	0	14	1	0	7	0	0	247.081231	C10H14O7 H+ 
18	0	14	1	0	1	0	0	247.111741	C18H14O H+ 
8	0	22	1	0	8	0	0	247.138746	C8H22O8 H+ 
12	0	22	1	0	5	0	0	247.154001	C12H22O5 H+ 
16	0	22	1	0	2	0	0	247.169256	C16H22O2 H+ 
17	0	26	1	0	1	0	0	247.205641	C17H26O H+ 
14	0	30	1	0	3	0	0	247.226771	C14H30O3 H+ 
18	0	30	1	0	0	0	0	247.242026	C18H30 H+ 
11	0	5	1	1	6	0	0	248.018965	C11H5NO6 H+ 
12	0	9	1	1	5	0	0	248.05535	C12H9NO5 H+ 
9	0	13	1	1	7	0	0	248.07648	C9H13NO7 H+ 
13	0	13	1	1	4	0	0	248.091735	C13H13NO4 H+ 
10	0	17	1	1	6	0	0	248.112865	C10H17NO6 H+ 
14	0	17	1	1	3	0	0	248.12812	C14H17NO3 H+ 
11	0	21	1	1	5	0	0	248.14925	C11H21NO5 H+ 
15	0	21	1	1	2	0	0	248.164505	C15H21NO2 H+ 
16	0	25	1	1	1	0	0	248.20089	C16H25NO H+ 
17	0	29	1	1	0	0	0	248.237275	C17H29N H+ 
14	0	33	1	1	2	0	0	248.258405	C14H33NO2 H+ 
11	0	4	1	0	7	0	0	249.002981	C11H4O7 H+ 
12	0	8	1	0	6	0	0	249.039366	C12H8O6 H+ 
9	0	12	1	0	8	0	0	249.060496	C9H12O8 H+ 
13	0	12	1	0	5	0	0	249.075751	C13H12O5 H+ 
10	0	16	1	0	7	0	0	249.096881	C10H16O7 H+ 
14	0	16	1	0	4	0	0	249.112136	C14H16O4 H+ 
15	0	20	1	0	3	0	0	249.148521	C15H20O3 H+ 
16	0	24	1	0	2	0	0	249.184906	C16H24O2 H+ 
13	0	28	1	0	4	0	0	249.206036	C13H28O4 H+ 
17	0	28	1	0	1	0	0	249.221291	C17H28O H+ 
18	0	32	1	0	0	0	0	249.257676	C18H32 H+ 
10	0	3	1	1	7	0	0	249.99823	C10H3NO7 H+ 
8	0	11	1	1	8	0	0	250.055745	C8H11NO8 H+ 
16	0	11	1	1	2	0	0	250.086255	C16H11NO2 H+ 
13	0	15	1	1	4	0	0	250.107385	C13H15NO4 H+ 
17	0	15	1	1	1	0	0	250.12264	C17H15NO H+ 
14	0	19	1	1	3	0	0	250.14377	C14H19NO3 H+ 
15	0	23	1	1	2	0	0	250.180155	C15H23NO2 H+ 
16	0	27	1	1	1	0	0	250.21654	C16H27NO H+ 
17	0	31	1	1	0	0	0	250.252925	C17H31N H+ 
14	0	35	1	1	2	0	0	250.274055	C14H35NO2 H+ 
11	0	6	1	0	7	0	0	251.018631	C11H6O7 H+ 
0	0	0	0	0	0	0	0	251.0461426	 
12	0	10	1	0	6	0	0	251.055016	C12H10O6 H+ 
13	0	14	1	0	5	0	0	251.091401	C13H14O5 H+ 
14	0	18	1	0	4	0	0	251.127786	C14H18O4 H+ 
15	0	22	1	0	3	0	0	251.164171	C15H22O3 H+ 
19	0	22	1	0	0	0	0	251.179426	C19H22 H+ 
16	0	26	1	0	2	0	0	251.200556	C16H26O2 H+ 
17	0	30	1	0	1	0	0	251.236941	C17H30O H+ 
18	0	34	1	0	0	0	0	251.273326	C18H34 H+ 
10	0	5	1	1	7	0	0	252.01388	C10H5NO7 H+ 
11	0	9	1	1	6	0	0	252.050265	C11H9NO6 H+ 
12	0	13	1	1	5	0	0	252.08665	C12H13NO5 H+ 
16	0	13	1	1	2	0	0	252.101905	C16H13NO2 H+ 
13	0	17	1	1	4	0	0	252.123035	C13H17NO4 H+ 
14	0	21	1	1	3	0	0	252.15942	C14H21NO3 H+ 
15	0	25	1	1	2	0	0	252.195805	C15H25NO2 H+ 
16	0	29	1	1	1	0	0	252.23219	C16H29NO H+ 
17	0	33	1	1	0	0	0	252.268575	C17H33N H+ 
14	0	37	1	1	2	0	0	252.289705	C14H37NO2 H+ 
11	0	8	1	0	7	0	0	253.034281	C11H8O7 H+ 
12	0	12	1	0	6	0	0	253.070666	C12H12O6 H+ 
13	0	16	1	0	5	0	0	253.107051	C13H16O5 H+ 
14	0	20	1	0	4	0	0	253.143436	C14H20O4 H+ 
15	0	24	1	0	3	0	0	253.179821	C15H24O3 H+ 
16	0	28	1	0	2	0	0	253.216206	C16H28O2 H+ 
17	0	32	1	0	1	0	0	253.252591	C17H32O H+ 
18	0	36	1	0	0	0	0	253.288976	C18H36 H+ 
11	0	11	1	1	6	0	0	254.065915	C11H11NO6 H+ 
8	0	15	1	1	8	0	0	254.087045	C8H15NO8 H+ 
12	0	15	1	1	5	0	0	254.1023	C12H15NO5 H+ 
16	0	15	1	1	2	0	0	254.117555	C16H15NO2 H+ 
13	0	19	1	1	4	0	0	254.138685	C13H19NO4 H+ 
17	0	19	1	1	1	0	0	254.15394	C17H19NO H+ 
18	0	23	1	1	0	0	0	254.190325	C18H23N H+ 
15	0	27	1	1	2	0	0	254.211455	C15H27NO2 H+ 
12	0	31	1	1	4	0	0	254.232585	C12H31NO4 H+ 
16	0	31	1	1	1	0	0	254.24784	C16H31NO H+ 
14	0	39	1	1	2	0	0	254.305355	C14H39NO2 H+ 
10	0	6	1	0	8	0	0	255.013546	C10H6O8 H+ 
11	0	10	1	0	7	0	0	255.049931	C11H10O7 H+ 
12	0	14	1	0	6	0	0	255.086316	C12H14O6 H+ 
13	0	18	1	0	5	0	0	255.122701	C13H18O5 H+ 
14	0	22	1	0	4	0	0	255.159086	C14H22O4 H+ 
16	0	30	1	0	2	0	0	255.231856	C16H30O2 H+ 
17	0	34	1	0	1	0	0	255.268241	C17H34O H+ 
11	0	13	1	1	6	0	0	256.081565	C11H13NO6 H+ 
12	0	17	1	1	5	0	0	256.11795	C12H17NO5 H+ 
13	0	21	1	1	4	0	0	256.154335	C13H21NO4 H+ 
14	0	25	1	1	3	0	0	256.19072	C14H25NO3 H+ 
0	0	0	0	0	0	0	0	256.2368774	 
12	0	33	1	1	4	0	0	256.248235	C12H33NO4 H+ 
16	0	33	1	1	1	0	0	256.26349	C16H33NO H+ 
13	0	37	1	1	3	0	0	256.28462	C13H37NO3 H+ 
11	0	12	1	0	7	0	0	257.065581	C11H12O7 H+ 
12	0	16	1	0	6	0	0	257.101966	C12H16O6 H+ 
13	0	20	1	0	5	0	0	257.138351	C13H20O5 H+ 
14	0	24	1	0	4	0	0	257.174736	C14H24O4 H+ 
16	0	32	1	0	2	0	0	257.247506	C16H32O2 H+ 
8	0	3	1	1	9	0	0	257.98806	C8H3NO9 H+ 
9	0	7	1	1	8	0	0	258.024445	C9H7NO8 H+ 
10	0	11	1	1	7	0	0	258.06083	C10H11NO7 H+ 
11	0	15	1	1	6	0	0	258.097215	C11H15NO6 H+ 
15	0	15	1	1	3	0	0	258.11247	C15H15NO3 H+ 
13	0	23	1	1	4	0	0	258.169985	C13H23NO4 H+ 
17	0	23	1	1	1	0	0	258.18524	C17H23NO H+ 
18	0	27	1	1	0	0	0	258.221625	C18H27N H+ 
12	0	35	1	1	4	0	0	258.263885	C12H35NO4 H+ 
17	0	39	1	1	0	0	0	258.315525	C17H39N H+ 
9	0	6	1	0	9	0	0	259.008461	C9H6O9 H+ 
10	0	10	1	0	8	0	0	259.044846	C10H10O8 H+ 
11	0	14	1	0	7	0	0	259.081231	C11H14O7 H+ 
15	0	14	1	0	4	0	0	259.096486	C15H14O4 H+ 
12	0	18	1	0	6	0	0	259.117616	C12H18O6 H+ 
16	0	18	1	0	3	0	0	259.132871	C16H18O3 H+ 
13	0	22	1	0	5	0	0	259.154001	C13H22O5 H+ 
10	0	26	1	0	7	0	0	259.175131	C10H26O7 H+ 
14	0	26	1	0	4	0	0	259.190386	C14H26O4 H+ 
11	0	30	1	0	6	0	0	259.211516	C11H30O6 H+ 
19	0	30	1	0	0	0	0	259.242026	C19H30 H+ 
16	0	34	1	0	2	0	0	259.263156	C16H34O2 H+ 
12	0	5	1	1	6	0	0	260.018965	C12H5NO6 H+ 
9	0	9	1	1	8	0	0	260.040095	C9H9NO8 H+ 
10	0	13	1	1	7	0	0	260.07648	C10H13NO7 H+ 
18	0	13	1	1	1	0	0	260.10699	C18H13NO H+ 
15	0	17	1	1	3	0	0	260.12812	C15H17NO3 H+ 
12	0	21	1	1	5	0	0	260.14925	C12H21NO5 H+ 
16	0	21	1	1	2	0	0	260.164505	C16H21NO2 H+ 
17	0	25	1	1	1	0	0	260.20089	C17H25NO H+ 
14	0	29	1	1	3	0	0	260.22202	C14H29NO3 H+ 
15	0	33	1	1	2	0	0	260.258405	C15H33NO2 H+ 
17	0	41	1	1	0	0	0	260.331175	C17H41N H+ 
9	0	8	1	0	9	0	0	261.024111	C9H8O9 H+ 
17	0	8	1	0	3	0	0	261.054621	C17H8O3 H+ 
14	0	12	1	0	5	0	0	261.075751	C14H12O5 H+ 
15	0	16	1	0	4	0	0	261.112136	C15H16O4 H+ 
12	0	20	1	0	6	0	0	261.133266	C12H20O6 H+ 
16	0	20	1	0	3	0	0	261.148521	C16H20O3 H+ 
20	0	20	1	0	0	0	0	261.163776	C20H20 H+ 
17	0	24	1	0	2	0	0	261.184906	C17H24O2 H+ 
15	0	32	1	0	3	0	0	261.242421	C15H32O3 H+ 
19	0	32	1	0	0	0	0	261.257676	C19H32 H+ 
16	0	36	1	0	2	0	0	261.278806	C16H36O2 H+ 
16	0	7	1	1	3	0	0	262.04987	C16H7NO3 H+ 
10	0	15	1	1	7	0	0	262.09213	C10H15NO7 H+ 
18	0	15	1	1	1	0	0	262.12264	C18H15NO H+ 
8	0	23	1	1	8	0	0	262.149645	C8H23NO8 H+ 
12	0	23	1	1	5	0	0	262.1649	C12H23NO5 H+ 
9	0	27	1	1	7	0	0	262.18603	C9H27NO7 H+ 
17	0	27	1	1	1	0	0	262.21654	C17H27NO H+ 
18	0	31	1	1	0	0	0	262.252925	C18H31N H+ 
12	0	6	1	0	7	0	0	263.018631	C12H6O7 H+ 
10	0	14	1	0	8	0	0	263.076146	C10H14O8 H+ 
11	0	18	1	0	7	0	0	263.112531	C11H18O7 H+ 
15	0	18	1	0	4	0	0	263.127786	C15H18O4 H+ 
19	0	18	1	0	1	0	0	263.143041	C19H18O H+ 
16	0	22	1	0	3	0	0	263.164171	C16H22O3 H+ 
20	0	22	1	0	0	0	0	263.179426	C20H22 H+ 
17	0	26	1	0	2	0	0	263.200556	C17H26O2 H+ 
18	0	30	1	0	1	0	0	263.236941	C18H30O H+ 
19	0	34	1	0	0	0	0	263.273326	C19H34 H+ 
12	0	9	1	1	6	0	0	264.050265	C12H9NO6 H+ 
9	0	13	1	1	8	0	0	264.071395	C9H13NO8 H+ 
13	0	13	1	1	5	0	0	264.08665	C13H13NO5 H+ 
10	0	17	1	1	7	0	0	264.10778	C10H17NO7 H+ 
14	0	17	1	1	4	0	0	264.123035	C14H17NO4 H+ 
15	0	21	1	1	3	0	0	264.15942	C15H21NO3 H+ 
16	0	25	1	1	2	0	0	264.195805	C16H25NO2 H+ 
13	0	29	1	1	4	0	0	264.216935	C13H29NO4 H+ 
18	0	33	1	1	0	0	0	264.268575	C18H33N H+ 
0	0	0	0	0	0	0	0	265.0097961	 
12	0	8	1	0	7	0	0	265.034281	C12H8O7 H+ 
13	0	12	1	0	6	0	0	265.070666	C13H12O6 H+ 
14	0	16	1	0	5	0	0	265.107051	C14H16O5 H+ 
15	0	20	1	0	4	0	0	265.143436	C15H20O4 H+ 
16	0	24	1	0	3	0	0	265.179821	C16H24O3 H+ 
20	0	24	1	0	0	0	0	265.195076	C20H24 H+ 
17	0	28	1	0	2	0	0	265.216206	C17H28O2 H+ 
18	0	32	1	0	1	0	0	265.252591	C18H32O H+ 
19	0	36	1	0	0	0	0	265.288976	C19H36 H+ 
11	0	7	1	1	7	0	0	266.02953	C11H7NO7 H+ 
12	0	11	1	1	6	0	0	266.065915	C12H11NO6 H+ 
17	0	15	1	1	2	0	0	266.117555	C17H15NO2 H+ 
15	0	23	1	1	3	0	0	266.17507	C15H23NO3 H+ 
16	0	27	1	1	2	0	0	266.211455	C16H27NO2 H+ 
17	0	31	1	1	1	0	0	266.24784	C17H31NO H+ 
18	0	35	1	1	0	0	0	266.284225	C18H35N H+ 
15	0	6	1	0	5	0	0	267.028801	C15H6O5 H+ 
